sentence,nouns,adjectives
구금융권들의 무능무지함은 답이 없네요.,"['금융', '무능', '무지', '답']",['없다']
신한플레이 잘 쓰고 있었는데 앱카드 가입하라면서 와이파이에서는 쓰지도 못하게 하네요 데이터없는 요금제 쓰는 사람은 카드결제도 하지말란건가요,"['플레이', '앱', '카드', '가입', '와이파이', '데이터', '요금', '사람', '카드', '결제']",['없다']
카드 즉시 결제 어떻게 해요...............,"['카드', '즉시', '결제']",[]
너무 안나와요.......,[],[]
은행 어플이라 복잡한 거 알겠는데 사용자가 필요해 하는 기능이 직관적이지 않은편이에요.,"['은행', '어플', '사용자', '필요', '기능', '직관']",[]
다른 앱들에 비해요,['앱'],[]
인증이 안됩니다...호 화 ㅡㅡ입력이 안돼요...그래서 가입이 안됩니다..개선을 좀 해주세요 ㅡㅡ,"['인증', '화', '입력', '가입', '개선']",[]
이벤트 때문에 들어가려고 하는데 지웠다 깔아도 계속 접속도 안 되고 이게 뭐하는 건가요,"['이벤트', '접속']",[]
저희 신랑 명의로 핸드폰 쓰고 있는데 가입 안돼요!!!!..다른 회사들 앱은 자기명의 신용카드 또는 인증서로 가입할 수 있도록 하는데..수정 검토 부탁합니다~ 이번에 업데이트 되었는데 기존 앱이 더 좋아요~~,"['신랑', '명의', '핸드폰', '가입', '회사', '앱', '자기', '명의', '신용', '카드', '인증서', '가입', '수정', '검토', '부탁', '이번', '업데이트', '기존', '앱']","['있다', '좋다']"
퇴근시간 후 어플 오류도 많아 고객센터 문의도 의미 없는 쓰잘데기 없이 늘어난 신한어플 중 하나,"['퇴근', '시간', '후', '어플', '오류', '고객', '센터', '문의', '의미', '쓰잘데', '어플']","['많다', '없다']"
어플키면 알림탭이 바로 켜지고 알림에서 나갈수 없는 버그가 있습니다,"['어플', '탭', '알림', '버그']","['없다', '있다']"
은행상품에대해알수있고.포인트도받아요.,"['은행', '상품', '포인트']",['있다']
"포인트가좀적다는게,아쉽네요.",['포인트'],['적다']
비밀번호 설정에서 비번을 똑같은걸눌렀으나 계속 틀리다고 나옵니다.,"['비밀번호', '설정', '비번']","['똑같다', '틀리다']"
도가 너무나 지나쳤다!,['도'],['지나치다']
푸시좀 작작 보내세요.,[],[]
"설정 다 죽여놨는데, 어디 두고 보겠습니다.",['설정'],[]
배터리 잡아먹는 앱 중 단연1위 누구도 넘볼수 없다.,"['배터리', '앱']",['없다']
캐시워크 처럼 배터리소모 안되게 해주세요.,"['워크', '배터리', '소모']",[]
은행 돈도 많으면서 이거하나 해결을 못하나요?,"['은행', '돈', '해결']",['많다']
이벤트팝업 알림받을거냐는 팝업 뭔 팝업 겁나떠서 뭘 편하게 할 수가 없음,"['이벤트', '팝업', '팝업', '팝업']","['편하다', '없다']"
신한은행도 아닌것이 신한카드도 아님...,[],[]
결국3다 필요하더라....,"['결국', '필요']",[]
모바일otp안되고~ 카드결제 안되고~ 통합이 완전히안되어있어서 아직쓰기는 안좋음,"['모바일', '카드', '결제', '통합']",['좋다']
아직 불편한 점은 없네요.,"['불편', '점']",['없다']
앞으로 더 발적하는 슈퍼쏠을 기대할께요^^,"['앞', '발', '슈퍼', '기대']",[]
지금까지 잘 사용했는데 갑자기 무슨 인증서가 확인되지 않는다면서 로그인이 안되네요??,"['지금', '사용', '인증서', '확인', '로그인']",[]
앱 내 광고 좀 그만 띄우세요.,"['앱', '광고']",[]
매일 한번 뜨는 것도 귀찮았는데 요즘은 다른 페이지 이동할 때마다 다른 게 뜨니 진짜 사용하기가 싫어짐,"['요즘', '페이지', '이동', '때', '사용']","['귀찮다', '싫다']"
장점 ㅡ 통합되서 편리함 단점 ㅡ 슈퍼sol과 sol 중 하나만 오티피 등록 가능 이벤트 관련된건 이 앱으로 연결 및 참여 못 함 결국 다른 앱도 다 써야되서 이 앱이 의미가 없음,"['장점', '통합', '편리', '단점', '슈퍼', '과', '오티피', '등록', '이벤트', '관련', '앱', '연결', '참여', '앱', '앱', '의미']",['없다']
뱅킹 업무가 비대면에 간소화 하는 방향으로 발전 중인데 그에 완전히 반대로 가는 앱 강제로 잘 쓰던 앱 업데이트 시켜놓고 입출금 알림도 제대로 안오고 누락되는데 누가 쓰고 싶을까..,"['뱅킹', '업무', '대면', '방향', '발전', '반대', '앱', '강제', '앱', '업데이트', '입출금', '알림', '누락']",[]
출석퀴즈 마케팅 동의 안하면 안되네요 뭐 이따구로 만들어놨는지 전에는 됐는데 업뎃이후 안되네 퀴즈가 ㅡㅡ 만보도 5000키로 넘게 걸어도 1포인트 만 주고 다른곳은 5000키로 걸으면 포인트50주는데!,"['출석', '퀴즈', '마케팅', '동의', '안', '전', '업뎃이후', '퀴즈', '보도', '포인트', '곳', '포인트', '주']",[]
포인트는 조금주더라도 마케팅 강제 동의는 하지마세요 그거 범죄입니다,"['포인트', '마케팅', '강제', '동의', '범죄']",[]
편리하게 잘 구성되어 있어 이용하기에 편리해요ㆍ,"['편리', '구성', '이용', '편리']",[]
휴대폰 통신사가 불일치한다며 인증이 안됨 3년째 쓰는 통신사고 다른 어플에선 인증됨,"['휴대폰', '통신사', '일치', '인증', '통신사', '어플', '인증']",[]
무한로딩되요ㅜㅜ퀴즈풀어야되는데.....ㅜㅜ토요일 새벽3시에 점검이라면서요ㅜㅜ아오 진짜 짜증나네!!!!,"['무한로딩되요', '퀴즈', '토요일', '새벽', '점검', '짜증']",[]
신한카드 퀴즈등 다양한포인트 카드포인트도적립잘되고 짱좋아요,"['퀴즈', '다양', '포인트', '카드', '포인트', '적립']",['좋다']
통합이 무슨의미인지 모르는듯...플랫폼연결이 통합인가?,"['통합', '의미', '플랫폼', '연결', '통합']",[]
에스콰이어를 애용하는고객인데 이가방도여행갈때메고가고싶어요,"['애용', '고객', '가방', '여행', '때']",[]
어플 실행시 로딩 시간이 타앱에 비해김,"['어플', '실행', '시간', '앱', '비']",[]
사용이 편리하고 여러가지 혜택이 있어여.,"['사용', '편리', '혜택']",['있다']
통장사본 같은 막상 간단한 기능을 찾을수가 없던데요 검색기능도 더 안좋아졌고 여전히 페이 기능 연동안되는것도 많네요.,"['통장', '사본', '기능', '검색', '기능', '페이', '기능', '연동']","['같다', '없다', '좋다', '많다']"
지우고 다시 예전 앱으로 갈아탑니다,"['예전', '앱']",[]
쏠야구 MVP 선수 투표하는데 어제만해도 투표되던 선수가 오늘 안되길래 오류인가 하고 다른선수 눌러봤더니 이 선수는 되네요..ㅋㅋㅋ 내가 응원하는 선수 투표도 못하나요?,"['야구', '선수', '투표', '어제', '투표', '선수', '오류', '선수', '선수', '응원', '선수', '투표']",['안되다']
"s24 울트라를 사용 중인데 이체 시, 본인인증 수단으로 간편 비밀번호 아닌 지문인증을 하려면 어떻게 해야 하나요?","['울트라', '사용', '시', '본인', '인증', '수단', '비밀번호', '지문', '인증']",[]
안녕하세요.,['안녕'],[]
제가 계속 앱의 데이터 삭제를 반복을 하면서 삭제를 하고 가입을 하고 또 다시 삭제를 하고 있어요.,"['앱', '데이터', '삭제', '반복', '삭제', '가입', '삭제']",[]
죄송해요.,[],['죄송하다']
게다가 탈퇴를 하는 방법을 모르는 분들도 있을것 같습니다.,"['탈퇴', '방법']","['있다', '같다']"
(특히 장애인 분들 이나 어르신들이 요.) 그리고 누구는 평일에 바빠서 방문이나 앱에서 탈퇴를 못한다는 분들도 있을것 같습니다.,"['장애인', '어르신', '평일', '방문', '앱', '탈퇴']","['바쁘다', '있다', '같다']"
제 생각이 그렇게 말고 있거든요.,['생각'],[]
솔 뱅크와 슈퍼솔 앱을 하나로 합쳐서 운용하면 될껄 굳이 앱을 두개로 폰에 깔아서 사용해야 되나요?,"['뱅크', '슈퍼', '솔', '앱', '운용', '앱', '폰', '사용']",[]
같은금융인데?,['금융'],['같다']
신한인증서 통신오류 RA9010이라며 앱 접속이 아예 안됨.,"['신', '인증서', '통신', '오류', '앱', '접속']",[]
어떻게 하면 되나요?,[],[]
좀 복잡해 보이지만 서서히 쉬워지겠지요.,[],[]
신한인증서 통신 오류로 로그인이 안 되네요,"['신', '인증서', '통신', '오류', '로그인']",[]
지금 기동 전문 오류라고 어플이 15분째 안켜지거든요.,"['기동', '전문', '오류', '어플']",[]
해외인데 너무 불편합니다.,"['해외', '불편']",[]
갤23울트라 사용중이구요.,"['울트라', '사용']",[]
확인부탁드려요ㅜㅜ,"['확인', '부탁']",[]
다른분들이 리뷰적어주신거+하나 얹어봅니다.,['리뷰'],[]
기존sol에서 은행문의하다가 슈퍼sol적극권장해서 기존sol 삭제했는데 슈퍼솔은 거래내역찍으면 상세거래내역이 안나오네요...그래서 기존sol설치..상세내역추가 부탁드립니다.,"['기존', '은행', '문의', '슈퍼', '적극', '권장', '기존', '삭제', '슈퍼', '솔', '거래', '내역', '거래', '내역', '기존', '설치', '내역', '추가', '부탁']",[]
웹도 기존sol로 설명이 되어 있네여,"['웹', '기존', '설명']",[]
어플이 깔리지만 열리지 않습니다 갤럭시폴드6 사용중입니다,"['어플', '사용']",[]
운동도하고 포인트 받고넘 좋아용,"['운동', '포인트']",['좋다']
"물마시기는 포인트 적립이 되서 같은 화면에서 광고하는 다른 예적금 상품이나 홍보 상품을 한 번 더 들여다보게 되는데, 어째서 만보걷기는.","['물', '포인트', '적립', '되서', '화면', '광고', '예적금', '상품', '홍보', '상품', '걷기']",['같다']
그거는 솔페이를 설치해야 됩니까?슈퍼솔이라는 어감자체에서 오는 느낌은 신한관련 모든 업무 및 이벤트가 참여가능한데 느낌과 다르니 예전에 신한은행에서 좋지 못한 소식이 생각나 신규 상품 가입을 망설이게 되네요,"['솔', '페이', '설치', '슈퍼', '솔', '어감', '자체', '느낌', '관련', '업무', '이벤트', '참여', '가능', '느낌', '예전', '소식', '신규', '상품', '가입']","['다르다', '좋다']"
결국 은행 앱과 쏠페이 같이 써야되네.,"['결국', '은행', '앱', '쏠페이']",[]
하나로 통합된 것도 아니고 이벤트 때문에 슈퍼쏠 만든건가?,"['통합', '이벤트', '슈퍼쏠']",[]
어째 더 불편하게 만드는건지.,['불편'],[]
예전에 국민은행이 이래서 신한보고 배우라고 했는데 이젠 국민은행 보고 배워야할듯!,"['예전', '이제']",[]
"계좌, 연금 자세히 보기도 엉망이고.","['계좌', '연금', '엉망']",[]
카드 다음달 결제예정 금액보는 것도 없어졌나?,"['카드', '다음', '달', '결제', '예정', '금액']",['없다']
개발자는 무슨 생각인지 생각을 하고 일해라.,"['개발자', '생각', '생각', '일']",[]
지금껏 다른옙 쓰고 있었는데 업데이트 되더니 가입도 안되고 그래서 이옙을 깔았는데 아주 편하게 잘쓰고 있어요 쓰다가 이상없으면 계속쓰려고 해요 감사합니다,"['다른옙', '업데이트', '가입', '이옙', '이상', '감사']","['편하다', '없다']"
은행카드 통합이라면서 기존앱 설치 안되있으면 실행안되는기능도 많음.,"['은행', '카드', '통합', '기존', '앱', '설치', '실행', '기능']",['많다']
그냥 기존앱 불러오기 수준의 통합앱이면 굳이 왜 만들었는지??,"['기존', '앱', '수준', '통합', '앱']",[]
(신한투자증권) 지금 인기있는 주식이에요.,"['투자', '증권', '인기', '주식']",['있다']
라는 광고가 계속 알림으로 뜨는데 어떻게 안오게 하나요ㅡㅡ 다른 개인적인 알림만 뜨게 했는데도 계속 광고도 오네요,"['라', '광고', '개인', '알림', '광고']",[]
간단 기능만 모아서 사용하는 이용자에겐 편리하나 결국은 신한은행 계열사 앱을 다 설치해야하는 불편함을 만드는 앱,"['기능', '사용', '이용', '편리', '결국', '계열사', '앱', '설치', '불편', '앱']",[]
빛좋은개살구 기능도 별로없어서 결국 은행 카드 라이프 별도로 따로 써야함.,"['빛', '개살구', '기능', '은행', '카드', '라이프', '별도']","['좋다', '없다']"
완전통합시 쓸만하겠지만 지금은 무쓸모,"['통합', '시', '지금', '쓸모']",[]
첫 화면에서 주식 들어가면 밑에 보유주식이 뜨는데 이젠 사라졌네요?,"['화면', '주식', '밑', '보유', '주식', '이제']",[]
버젓이 보유주식이 있는데도,"['보유', '주식']",[]
슈퍼솔에 솔페이에 솔뱅크 전부다 제각각임.,"['슈퍼', '솔', '페이', '뱅크', '제각각']",[]
특히나 슈퍼솔은 존재이유가 뭡니까.,"['슈퍼', '솔', '존재', '이유']",[]
솔뱅크나 솔페이에서 다되는데.,"['솔', '뱅크', '솔', '페이']",[]
쓸데없이 어플만 늘고 어휴,['어플'],[]
슈퍼쏠 사용하라고 자꾸 문자 오는데 댓글들 보니 문제점이 아직도 개선이 안되었네요 그냥 이전 앱 사용할게요 좋은 후기댓글들이 많으면 그때 저도 쏠 사용할게요^^,"['슈퍼', '사용', '문자', '댓글', '문제점', '개선', '이전', '앱', '사용', '후기', '댓글', '때', '사용']","['좋다', '많다']"
계좌 조회조건을 설정하고 특정내용에 대해 검색할 수 있는 돋보기가 없어져 불편합니다.,"['계좌', '조회', '조건', '설정', '특정', '내용', '검색', '돋보기', '불편']","['있다', '없다']"
돋보기가 슈퍼SOL은 없고 신한은행 SOL Bank는 있네요.,"['돋보기', '슈퍼', '은', '은행']","['없다', '있다']"
"신한쏠페이, 신한쏠카드, 신한쏠뱅크 이젠 신한슈퍼쏠ㅡㅡ 뭔 이리 앱이 많습니까??","['페이', '카드', '뱅크', '이제', '신', '슈퍼', '앱']",['많다']
슈퍼쏠 하나로 만들었음 나머지 막고 여기로 이동하게 만들든가 해야지 복잡시러 죽겠습니다.,"['슈퍼쏠', '나머지', '이동']",[]
나원참 이 앱도 오늘 알았음,['앱'],[]
광고 클릭하게 유도하려고 물마시기 확인란에 교묘하게 위치시키네요 심지어 광고 누르면 무한 로딩이라 뒤로가기도 안먹힘 최악입니다,"['광고', '클릭', '유도', '물', '확인', '란', '위치', '광고', '뒤', '최악']",[]
만보기나 물마시기를 누르면 하얀 바탕만 나오고 작동하지 않습니다.,"['보기', '물', '바탕', '작동']",[]
이와 관련한 정보를 어디서 얻어야 할지 모르겠습니다.,"['관련', '정보']",[]
주민등록증 인증 정확하게 했는데 일치 하지 않다.,"['주민', '등록증', '인증', '정확', '일치']",[]
뭐다 뜨네요..,[],[]
안된다.,[],[]
일치하지않다.,['일치'],[]
못한다.,[],[]
등 불편해요.,['불편'],[]
저번달인가 설치예약 및 설치시 5천포인트 준다고 전화와서 설치했는데 포인트 주지 않네요.,"['저번', '달', '설치', '예약', '설치', '포인트', '전화', '설치', '포인트']",[]
이벤트가 없었나봐요.,['이벤트'],['없다']
다양한 상품정보도 받고 포인트 적립도 되는 일석이조의 상품등이 다양하게 활용할수있어서 좋다.,"['다양', '상품', '정보', '포인트', '적립', '일석이조', '상품', '다양', '활용']","['있다', '좋다']"
프리미엄쿠폰 어떻게사용하는 거예요?,"['프리미엄', '쿠폰', '사용']",[]
쿠폰받으면 매번 사용완료가 되어있음 놀리는것도 아니고그리고 앱을 하나로 통합하시던지 은행이랑 두개나깔고 오류가 넘 잦아요,"['쿠폰', '사용', '완료', '앱', '통합', '은행', '오류']",['잦다']
통합은 시킨거 맞나요?,['통합'],[]
"기존 기능 쓰려면 각기 다른 앱 설치하라하고, 심지어 데이터건, 와이파이건 연결이 되던 안되건 모든 기능이 멈추는 현상은 계속나타나네요","['기존', '기능', '앱', '설치', '데이터', '연결', '기능', '현상']",[]
슈퍼솔로 신한인증서를 필수로 쓰게끔 만든건 좀 아니지 않나요?,"['슈퍼', '솔로', '신', '인증서', '필수']",[]
두 개 이상 은행 앱 써서 공동인증서 하나로 은행업무 하는 사람도 있는데요?,"['이상', '은행', '앱', '공동', '인증서', '은행', '업무', '사람']",[]
인증서 또 깔라고요?,['인증서'],[]
전 그냥 입출금 알림 간단한 카드사용내역 보고 싶은 겁니다.,"['입출금', '알림', '카드', '사용', '내역']",[]
괜히 업그레이드 눌렀네 ㅠ 원래 알리미 다시 다운받을 수 있는 방법좀 알려 주세요,"['업그레이드', '원래', '알리미', '다운', '방법']",['있다']
통장사본 이미지 다운받으려했는데 전에 해봤었는데 아무리 찾아도 안보여서 고객센터 전화해봤어요.,"['통장', '사본', '이미지', '다운', '전', '고객', '센터', '전화']",[]
"근데 신한 슈퍼sol 통합된 어플에서는 불가하고, 이미 삭제했었는데 신한sol뱅크 어플에서만 통장사본 다운 가능하다네요ㅠㅠ 다시 다운받아야되;;;;;ㅠㅠ!!!!","['신', '슈퍼', '통합', '어플', '불가', '삭제', '뱅크', '어플', '통장', '사본', '다운']",[]
지웠습니다.,[],[]
20년 넘게 신한쓰고있는데 기존 카드앱과 은행앱 두개만 있어도 별로 불편하지않네요.,"['기존', '카드', '앱', '은행', '앱', '불편']",[]
"그리고 앱설치시 커피쿠폰 유도하시던데, 설치시 뭘 체크안했다고 주지도 않더군요.","['앱', '설치', '커피', '쿠폰', '유도', '설치', '체크']",[]
"보통 선택사항 동의안하는 편인데, 이런식의 광고성앱을 만드실거 기존앱 유지에 더욱 힘써주세요.","['선택', '사항', '동의안', '광고', '앱', '기존', '앱', '유지']",[]
아 미치겟네 라방 방송시간도 아닌데 알람이 왜계속울림 욕나오네 진짜 조취좀해봐요 5분에 3번이상울리는중인데 개스트레스받네,"['방', '방송', '시간', '알람', '울림', '욕', '조취', '이상', '스트레스']",[]
신한쏠에서 공인인증서 못 불러오는 상황은 신한에서 해결해야할 문제임.,"['공인', '인증서', '상황', '해결', '문제']",[]
"새로인증서 발급받으라는데, 신한은행에서 발급받은 인증서 타은행에 다 등록해서 쓰는 나는 수십번을 재등록해야하는 번거로움때문에 못 쓰겠음.","['인증서', '발급', '발급', '인증서', '은행', '등록', '등록']",[]
이름 주민번호 물어보고 휴대폰본인인증까지 하고도 로그인 하려면 인증서가 꼭 필요한건지 묻고 싶다.,"['이름', '주민', '번호', '휴대폰', '본인', '인증', '로그인', '인증서', '필요']",[]
로그임 한번 못 해보고 제거될 앱임.,"['로그', '제거', '앱']",[]
예전 앱 들어갈 때 간편비밀번호로 들어갔었는데 이제는 로그인 방법이 패턴과 지문 뿐인게 넘 불편해요 그리고 전에는 들어가자마자 한 화면에 전체계좌 입출금 내역이 다 나왔는데 지금은 계좌가 떠서 들어가서 확인하는 거 너무 불편해요 전에께 편해요.,"['예전', '앱', '때', '비밀번호', '로그인', '방법', '패턴', '지문', '불편', '전', '화면', '전체', '계좌', '입출금', '내역', '지금', '계좌', '확인', '불편', '전']",['편하다']
다시 예전처럼 해주세요,['예전'],[]
정보지식도 얻고 재미있는 퀴즈도 풀고 포인트도 적립하고 넘 좋아요.😃,"['정보', '지식', '퀴즈', '포인트', '적립']","['재미있다', '좋다']"
신한앱(은행/카드)을 강제종료하면 폰은 껐다가 켠 것처럼 빨라져요 달리 말하면 신한앱을 실행하기만 하면 폰이 느려져서 사용하기 불편해져요 실행코드 sleep을 UI Task에 넣지 마세요,"['앱', '은행', '카드', '을', '강제', '종료', '폰', '말', '신', '앱', '실행', '사용', '불편', '실행', '코드', '을']",['빠르다']
앱을 열면 첫 창이 홈으로 떠야 하는데 알림 창으로 뜸.,"['앱', '창', '홈', '알림', '창', '뜸']",[]
그래서 죄측 상단에 있는 뒤로가기 화살표를 누르면 앱이 종료 되는 신기한 앱 너무 불편합니다.,"['죄', '상단', '뒤', '화살표', '앱', '종료', '앱', '불편']",[]
"차라리 기존 앱을 업데이트 하던가, 증권사랑 합치지......^^ 효율은 정말 한 꼬집 만큼도 없습니다.","['기존', '앱', '업데이트', '증권사', '효율']",['없다']
이거 하나면 다 되는줄알고 다른 어플 삭제했는데 앱페이 결제 시 신한솔 선택하니까 냅다 메인페이지만 나오고 결제를 어떻게 하라는건지 모르겠네요.,"['어플', '삭제', '앱', '페이', '결제', '선택', '메인', '페이지', '결제']",[]
결제까지 이어지지가 않아요.,['결제'],[]
구 신한페이인가 그거 선택하니까 예전 신한페이 다시 설치하라는데 뭐가 맞는건가요,"['페이', '선택', '예전', '페이', '설치']",[]
신한은행/신한카드 단독 어플은 잘만 열리는데 이 어플만 초창기(통합앱/처음 나왔을때)처럼 또~ 버퍼링 로딩만 하염없이 되고 다음 창으로 넘어가지도 않고 뭐가 잘못 된걸까요?,"['단독', '어플', '어플', '초창기', '통합', '앱', '처음', '때', '다음', '창']",[]
찌증 ㅠ ㆍㅠ ~개선좀 해주세요.,"['찌증', '개선']",[]
"내가 가입한 상품의 상세 정보와, 현재 내 상태를 비교할 수 없다.","['가입', '상품', '정보', '상태', '비교']",['없다']
예를 들어 내 적금 계좌 탭에서 해당 적금의 우대 조건이 어떤 것이고 내가 충족한 것이 무엇이고 미충족한 것이 무엇인지 단번에 확인할 수 없어서 속 터진다.,"['예', '적금', '계좌', '탭', '해당', '적금', '우대', '조건', '충족', '충족', '확인', '속']",['없다']
통합앱을 만들거면 제대로 만드세요.,"['통합', '앱']",[]
인증서기능도 기존 쏠에서 써야하고 땡겨요 쿠폰도 기존 쏠에서 다운받으면 이게 무슨 통합인가요?,"['인증서', '기능', '기존', '쿠폰', '기존', '다운', '통합']",[]
여러앱 안쓰게 만들려고 하는 좋은 의도로 만드는게 통합앱인데 이건 받아야 할 앱을 하나 더 늘린 꼴 밖에되지 않습니다.,"['앱', '의도', '통합', '앱', '앱', '꼴']",['좋다']
멀쩡하게 잘되는 앱 뭐하러 두개로 나누는지....,['앱'],[]
"참 쓸데없는짓 하네, 할려면 기능 통합해서 새걸로 바꿔야지..","['짓', '기능', '통합']",['쓸데없다']
이 불편하게 뭐하는짓인가......,"['불편', '짓']",[]
오류라도 없으면 다행이지...,"['오류', '다행']",['없다']
ㅋㅋㅋ 심심하면 먹통 이것땜에 카드도 바꿀까 고민되네,"['먹통', '카드', '고민']",[]
"신한 은행, 카드 어플의 기능을 100% 제공하지는 않습니다.","['은행', '카드', '어플', '기능', '제공']",[]
한달애(愛) 적금은 입금만 가능하고 출금이 불가능해서 은행 어플도 사용해야 함.,"['달', '애', '적금', '입금', '가능', '출금', '가능', '은행', '어플', '사용']",[]
하나로 완전히 통합해서 쓸 수 있으면 폰 용량 아끼고 참 좋을텐데.,"['통합', '폰', '용량']","['있다', '좋다']"
다른건 불편한게 딱히 없는데 cgv 결제창에서 구sol페이 로는 결제가 잘되지만 슈퍼sol결제를 누르면 이미 사용중인 앱이고 설치가 되어있는데도 계속 스토어로 연결합니다...,"['불편', '결제', '창', '페이', '결제', '슈퍼', '결제', '사용', '앱', '스토어', '연결']",['없다']
그리고 결제가 안되죠...,['결제'],[]
좀 고쳐주시면 감사하겠습니다,['감사'],[]
신한솔 가입하려는데 폰번호가 다르다며 신한뱅크까지 얼렁뚱땅 가입시키려는 수작인가요?,"['가입', '폰', '번호', '뱅크', '가입', '수작']",['다르다']
저뿐아니라 지인도 같은 현상을 겪네요?,"['지인', '현상']",['같다']
신한뱅크 가입한적도 없고 폰번호는 10년넘게 그대로이고 신한카드는 사용한지3년정도인데 무슨폰번호가 바꼈다는걸까요?ㅋ심지어 폰번호 인증하려면 뱅크가입하고 화상통화까지 강제로해야 시스템 무슨 ㅋ 공산당이십니까?,"['뱅크', '가입', '폰', '번호', '사용', '정도', '폰', '번호', '폰', '번호', '인증', '뱅크', '가입', '화상', '통화', '강제', '시스템']",['없다']
오늘 신한 슈퍼Sol로 바뀌었는데..,"['신', '슈퍼']",[]
"7시에 오픈될때는 정상적으로 되었지만, 지금 현재는 로딩이 길어지고 정상적으로 안됩니다.","['오픈', '때', '정상', '현재', '정상']",['길다']
예전에도 신한Sol어플이 바뀔때도 그런적있었는데요..,"['예전', '신', '어플', '때']",[]
앱이 바뀔때마다..,"['앱', '때']",[]
로딩만 되고 잘 안되는부분 고쳐야겠네요.,['부분'],[]
통신사 선택이 맞는데 '통신사고객정보불일치' 오류 떠서 가입 자체가 안 됩니다.,"['통신사', '선택', '통신사', '고객', '정보', '일치', '오류', '가입', '자체']",[]
모든 통신사 눌러봐도 동일 오류..,"['통신사', '동일', '오류']",[]
기종은 노트20입니다.,"['기종', '노트']",[]
테스트 많이 해보고 오픈하는 게 어땠을까요?,"['테스트', '오픈']",[]
홈에서 서비스 눌렀을 때 하얗게 무한로딩 되는 현상 도대체 언제고침?,"['홈', '서비스', '때', '무한', '현상']",[]
#쫌 읽고 답변을 해라!,['답변'],[]
메일 보내도 답변이 없으면 이거 읽고라도 개선의 의지를 보이던지 좀 합시다....!,"['메일', '답변', '개선', '의지']",['없다']
알림음 설정 변경해 놓으면 다시 앱에서 제공되는 소리로 변경 안되게 못하냐?????????????????????????????????????????,"['알림', '설정', '변경', '앱', '제공', '소리', '변경']",['안되다']
"아,,,,,진심 어플도 개빡치게 만들어놨네,,,, 몇번을 지우고 다시 받아도 똑같고,,바이러스가 검출되었으면 종료될게 아니라 무슨 방법이라도 있어야 되는데 이건 뭐 그런것도 아니고,,,어휴,,,ㅁ 그냥 차라리 이전에 쓰던걸 다시 쓰는게 훨씬 낫겠다,,,","['진심', '어플', '개빡치', '바이러스', '검출', '종료', '방법', '이전']",['똑같다']
"기존 Sol알리미는 어느 시간에, 얼만큼의 금액을 사용했는지와 어느 계좌에서 사용되었는지 혹은 이체했었는지, 남은 금액은 얼마인지를 한눈에 보여주어서 가계부 사용시에도 매우 유용하게 사용했는데 업데이트 이후 그런 장점들이 모두 사라져 너무 불편하네요 계좌에서 얼마 사용했는지를 계좌조회로 클릭하고 다른 계좌에서 사용한 금액확인을 위해 다시 뒤로가기이후 계좌클릭을 해야하고..","['기존', '알리미', '시간', '금액', '사용', '계좌', '사용', '이체', '금액', '얼마', '한눈', '가계부', '사용', '유용', '사용', '업데이트', '이후', '장점', '불편', '계좌', '얼마', '사용', '계좌', '조회', '클릭', '계좌', '사용', '금액', '확인', '뒤', '이후', '계좌', '클릭']",[]
굳이 장점 없애면서까지 이렇게 만든이유가 있나하는 아쉬움이 크네요,"['장점', '이유', '아쉬움']",['크다']
슈퍼SOL 깔으라고 하도 그래서 깔았는데ㅜ 공동인증서 PC로 내보내기 기능은 또 그냥 SOL에만 있나보죠...,"['슈퍼', '공동', '인증서', '기능']",[]
통합형으로 모든 기능 다 되는줄 알았더니 다른 것들도 기능 안 보이는거 걍 참고 썼는데 불편하네요 실제로 슈퍼SOL로 옮기고 어플 접속횟수가 줄었어요,"['통합', '기능', '기능', '불편', '슈퍼', '어플', '접속', '횟수']",[]
어플 사용하려고 하니까 바이러스가 1개 검출되었다면서 강제종료 되네요.,"['어플', '사용', '바이러스', '검출', '강제', '종료']",[]
다른 어플에선(신한 다른 어플 포함) 이런적이 한번도 없었는데 말이죠.,"['어플', '신', '어플', '포함', '말']",['없다']
거기다 무슨 바이러스인지도 안알려주고 처치도 안해주고 강제 종료만 시키니까 뭐 어쩌라는건지 알 수가 없네요,"['바이러스', '처치', '강제', '종료']",['없다']
우선 포인트도 쏠쏠~하고 다양한 정보도 가득이네요...,"['포인트', '다양', '정보']",[]
아주좋아요 소비자에게 적극적으로다가오는 모습도 좋구요 매우 편리해서 좋읍니다,"['소비자', '적극', '모습', '편리']","['좋다', '좋다', '좋다']"
쇼핑몰을 모아놓고 쇼핑몰로 인도하는 그런 어플같음.,"['쇼핑몰', '쇼핑몰', '인도', '어플']",['같다']
광고 또는 앱 자체를 보면 마치 저 앱 하나로 다 해결되는거 같지만 결국은 sol뱅크 sol페이 sol증권으로 어플을 다시 켜야함.,"['광고', '앱', '자체', '앱', '해결', '결국', '뱅크', '페이', '증권', '어플']",['같다']
그런데 막상 해당어플에선 슈퍼sol 어플을 깔아야만 기능이 작동하게 만듦 ㅋㅋㅋㅋㅋ무쓸모인 앱....,"['해당', '어플', '슈퍼', '어플', '기능', '작동', '무', '쓸모', '앱']",[]
메뉴 사용이 너무 불편합니다 직관적이지가 않아요 지워야 될 정도 입니다 신한 play 너무 잘 썼는데.,"['메뉴', '사용', '불편', '직관', '정도', '신하']",[]
업데이트 하고 너무 불편해요 사용자 편의를 생각하지 않은 UI입니다,"['업데이트', '불편', '사용자', '편의', '생각']",[]
